,row_id,x,y,accuracy,time,place_id
229487,229487,2.0876,2.4654,10,364651,8561077637
230320,230320,2.2258,2.0047,9,120503,7352680360
230593,230593,2.4753,2.2461,37,659146,2634419689
230809,230809,2.4448,2.4949,274,149824,4257279159
231357,231357,2.4296,2.2525,9,250997,5336109353
232132,232132,2.1907,2.1532,57,115939,3912590147
232699,232699,2.3054,2.2518,13,641372,2182603983
232908,232908,2.1389,2.1888,110,158186,4724115005
233410,233410,2.36,2.3016,46,600115,4891942888
233823,233823,2.4106,2.3204,996,27151,4980449560
234112,234112,2.1904,2.1881,16,24397,1110401599
235213,235213,2.2408,2.0838,256,409172,9427381460
235359,235359,2.4551,2.0105,78,672523,1026507711
235421,235421,2.2377,2.1126,15,375761,9929803766
236848,236848,2.4965,2.4423,754,471860,7563828622
237400,237400,2.3278,2.3706,57,650411,8416001620
237440,237440,2.1164,2.2485,65,566005,1207701286
238112,238112,2.0967,2.4721,214,385482,4444669498
239621,239621,2.444,2.34,64,321630,5514898219
239840,239840,2.4555,2.2817,8,630601,5611157367
239922,239922,2.0698,2.367,2,656072,6612358638
240280,240280,2.0774,2.0595,78,509630,3197745311
240308,240308,2.4959,2.2678,64,550317,7065571836
240371,240371,2.4182,2.1995,750,477430,6441417483
240435,240435,2.4879,2.232,49,778660,2634419689
240490,240490,2.1804,2.4312,67,547580,4727163874
240618,240618,2.409,2.1392,54,215690,3958678140
240834,240834,2.4738,2.3413,79,710488,8421868147
240982,240982,2.2235,2.2989,95,248532,6339928285
241041,241041,2.3332,2.2941,65,443916,8612356943
241279,241279,2.0847,2.3055,17,189288,6339928285
242058,242058,2.224,2.4901,70,733942,8636259224
242146,242146,2.2157,2.4457,37,744227,4827214712
242369,242369,2.1891,2.1224,61,707052,7637808407
242457,242457,2.4118,2.131,40,191987,1330607544
242476,242476,2.223,2.26,64,526797,8329829655
243259,243259,2.1847,2.3008,16,365243,1441208082
243534,243534,2.2398,2.0812,161,640220,7727090889
243792,243792,2.1174,2.3796,69,703476,8980163153
244075,244075,2.2003,2.395,65,330755,3407190278
244222,244222,2.4133,2.3876,25,130874,3615845346
244294,244294,2.113,2.3769,67,340548,8980163153
244629,244629,2.1785,2.0116,5,48171,7143574187
244760,244760,2.4314,2.4594,1,183745,2615125270
244780,244780,2.4653,2.2911,65,126585,7327800834
245390,245390,2.0854,2.1423,100,477786,6277822724
245677,245677,2.016,2.3782,735,363511,8980163153
245740,245740,2.4531,2.4007,8,173964,1472188541
246112,246112,2.4308,2.2513,76,782224,1891783132
246548,246548,2.3486,2.2755,15,182372,6274137439
246609,246609,2.266,2.0823,69,461038,7727090889
246841,246841,2.432,2.3101,64,200309,7327800834
247644,247644,2.0983,2.104,69,379307,1040557418
248213,248213,2.4971,2.2102,59,207261,4466813611
248457,248457,2.1641,2.3894,164,88851,8375359147
248646,248646,2.1441,2.1983,60,360313,2850087121
248807,248807,2.4963,2.382,74,599514,9216778377
248945,248945,2.4953,2.4366,64,645608,5806536504
249643,249643,2.4596,2.3984,18,687275,2437620236
249821,249821,2.4346,2.0902,27,598584,7511942547
250081,250081,2.3495,2.4479,15,203363,2559174693
250184,250184,2.4446,2.446,11,164268,2931298978
250199,250199,2.0748,2.0041,116,624121,7856253825
251041,251041,2.3629,2.214,57,766902,9799635093
251334,251334,2.2518,2.0976,73,73400,9929803766
251849,251849,2.447,2.0644,75,443932,3455925971
251917,251917,2.2009,2.3759,33,513026,5819752598
251939,251939,2.0321,2.468,26,762338,9904182060
252643,252643,2.2366,2.3688,160,759679,4603607214
252906,252906,2.0719,2.373,29,318110,6612358638
252950,252950,2.4829,2.2354,54,557001,2634419689
253453,253453,2.3152,2.4565,149,613303,8913970044
254094,254094,2.4099,2.1475,18,416478,3958678140
254250,254250,2.4033,2.2569,55,756483,4707444542
255654,255654,2.4976,2.2164,162,78917,6415973399
256267,256267,2.4668,2.2717,3,49187,5611157367
256305,256305,2.2593,2.2088,227,253000,2636621520
256816,256816,2.1434,2.0001,17,422576,4213399514
257259,257259,2.0459,2.3197,31,697312,9775192577
257620,257620,2.2089,2.1839,177,738281,4027129926
257623,257623,2.1163,2.3894,54,601085,8980163153
258029,258029,2.4909,2.1509,59,175593,1353609798
258143,258143,2.0112,2.1275,167,658823,2896274551
259005,259005,2.3906,2.2116,84,113872,2636621520
259092,259092,2.2776,2.1915,66,715886,8635054095
259625,259625,2.1335,2.1509,57,402034,2548080517
260419,260419,2.3063,2.3573,6,285321,5819752598
260623,260623,2.2996,2.439,43,499020,3656228542
261639,261639,2.3338,2.2185,18,554683,4324144553
262185,262185,2.244,2.2429,144,191690,1207701286
262242,262242,2.4901,2.3713,21,594972,2437620236
262476,262476,2.0315,2.4328,10,521175,5737973743
263272,263272,2.4407,2.3213,59,739807,4980449560
264185,264185,2.2711,2.0978,67,53246,9929803766
264409,264409,2.4113,2.2569,61,358917,7885119289
264951,264951,2.4562,2.0702,131,763098,6024996273
265058,265058,2.2432,2.0541,184,396097,7640503765
265135,265135,2.4088,2.3068,8,780951,8722778096
265330,265330,2.182,2.1954,59,760449,4724115005
265360,265360,2.0878,2.4863,40,470919,9028446138
265765,265765,2.0012,2.1225,176,469633,1654137180
265838,265838,2.0482,2.2189,279,3276,9995108787
266817,266817,2.0292,2.4565,175,703617,3252321210
266978,266978,2.3772,2.3997,48,743088,7547963563
267906,267906,2.481,2.3074,5,766091,3359704573
268274,268274,2.3235,2.2142,23,215954,2636621520
268293,268293,2.2208,2.2596,81,53616,1207701286
268892,268892,2.1223,2.0553,70,760436,8901439897
268939,268939,2.3441,2.4867,464,614057,5971252160
269119,269119,2.0949,2.4589,62,753934,4827214712
270675,270675,2.3767,2.4293,118,616104,2663110827
270980,270980,2.057,2.4102,66,683989,6914819828
271340,271340,2.246,2.0265,8,73721,4480812419
271734,271734,2.0375,2.4297,68,161111,6914819828
272176,272176,2.401,2.4669,12,2485,8913970044
272187,272187,2.051,2.0525,34,647509,3197745311
272679,272679,2.4895,2.4423,6,382462,7563828622
272926,272926,2.4648,2.3654,1,134593,3122317405
272927,272927,2.3187,2.3522,23,278930,4621276563
272989,272989,2.4071,2.3723,135,562872,5362355840
272994,272994,2.0583,2.4518,90,34223,5737973743
274733,274733,2.0583,2.4795,9,664255,9904182060
274832,274832,2.0863,2.4475,45,193798,4827214712
274998,274998,2.4655,2.0912,5,710259,4972875079
275048,275048,2.2157,2.3379,15,478928,9775192577
275304,275304,2.2382,2.4076,263,393455,7547963563
275410,275410,2.0722,2.4619,65,300898,9028446138
276082,276082,2.1981,2.2941,61,486726,3481226852
276481,276481,2.2071,2.4991,109,640025,6376369269
276818,276818,2.3963,2.3877,38,436875,3610237287
276963,276963,2.3625,2.3676,81,747762,5967678921
277027,277027,2.2394,2.3998,75,729029,3610237287
277553,277553,2.1057,2.4605,61,663236,4827214712
278398,278398,2.1968,2.0817,49,182704,1298519638
278412,278412,2.4815,2.2211,37,668024,6415973399
278880,278880,2.3572,2.2537,67,625895,6999024158
279306,279306,2.0641,2.2416,60,731360,1882937204
281609,281609,2.3044,2.3156,103,762367,6557183895
282691,282691,2.3233,2.2286,166,481871,5336109353
284253,284253,2.3184,2.1824,84,569566,8169595806
284286,284286,2.1156,2.2443,76,443215,3826621337
284609,284609,2.3122,2.1988,61,515675,9983648790
284618,284618,2.2264,2.205,57,730775,8635054095
284631,284631,2.0159,2.426,96,121479,7058877770
285299,285299,2.0522,2.4953,27,384756,9904182060
286804,286804,2.4779,2.2096,61,581278,2798916564
287286,287286,2.1243,2.2389,20,445596,9464863553
287423,287423,2.3108,2.199,75,463923,7877745055
288471,288471,2.4853,2.1882,33,572065,6079773395
289203,289203,2.3773,2.2852,10,99198,6201971924
289625,289625,2.4634,2.4016,188,160307,9216778377
290132,290132,2.3837,2.244,69,405357,6999024158
290881,290881,2.2036,2.0272,145,423200,1877229383
291818,291818,2.4257,2.1324,69,133841,3958678140
292323,292323,2.0434,2.3653,69,378481,6612358638
292561,292561,2.007,2.4099,58,89860,7058877770
292734,292734,2.2024,2.1817,6,477281,5912778319
292754,292754,2.4681,2.2541,62,443614,7168649657
293465,293465,2.2332,2.4837,67,207877,8950308472
293666,293666,2.1597,2.2741,96,538399,5664923927
293883,293883,2.4132,2.3573,65,674825,3615845346
294318,294318,2.0224,2.0771,42,767797,3455925971
294617,294617,2.4949,2.0791,10,406947,7951255402
294660,294660,2.3505,2.1422,938,577874,6722077241
295746,295746,2.3629,2.3985,545,229163,9216778377
295922,295922,2.4098,2.1397,31,468037,7431930642
296476,296476,2.4842,2.2275,80,342707,6415973399
296630,296630,2.4462,2.1317,73,720935,1378382790
298354,298354,2.0245,2.4717,56,242760,9904182060
298409,298409,2.3296,2.0487,27,656157,5932915072
299955,299955,2.2343,2.1233,71,31612,9929803766
300199,300199,2.1292,2.1467,54,237897,2860908164
300218,300218,2.0463,2.2857,1,99327,7200786396
300220,300220,2.1272,2.1431,898,519893,5114946464
300530,300530,2.1763,2.2191,13,690146,4895788215
300653,300653,2.3939,2.2584,3,86750,2819110495
301523,301523,2.4305,2.269,56,60428,5611157367
302104,302104,2.0939,2.2099,10,563805,2713916027
302453,302453,2.3053,2.3609,145,465469,5819752598
302638,302638,2.4556,2.1391,44,745701,5072077312
302810,302810,2.1511,2.0531,63,657273,7276165185
302978,302978,2.4816,2.2602,918,777811,1207701286
303489,303489,2.1702,2.013,58,546979,1877229383
303716,303716,2.0323,2.4258,71,524176,6914819828
303718,303718,2.4924,2.3232,68,578761,9137541955
304072,304072,2.145,2.2999,25,755119,4525267074
304099,304099,2.0166,2.1507,63,11039,6202536485
304765,304765,2.002,2.4225,67,508746,7058877770
304988,304988,2.3193,2.192,169,164753,8635054095
305200,305200,2.2809,2.0771,10,185979,9427381460
306113,306113,2.2459,2.1276,13,159540,5336264513
306316,306316,2.3029,2.1941,72,771987,9983648790
306504,306504,2.3644,2.3666,67,638250,5967678921
307637,307637,2.406,2.2643,16,555011,2819110495
307787,307787,2.2758,2.194,5,322706,8635054095
308447,308447,2.4136,2.2657,12,615683,2819110495
309152,309152,2.21,2.4873,74,303706,8636259224
309578,309578,2.4228,2.2741,48,23476,2819110495
310487,310487,2.2767,2.0875,77,362777,7727090889
311378,311378,2.4813,2.0432,75,533633,9118212765
311414,311414,2.4851,2.2381,4,8280,2634419689
311547,311547,2.1595,2.3924,148,240303,6612358638
312236,312236,2.3559,2.0811,64,481430,6609528716
313035,313035,2.3051,2.1895,61,184380,9983648790
313151,313151,2.0388,2.4896,6,83918,9904182060
314056,314056,2.1411,2.4256,69,208269,7882186616
314485,314485,2.2612,2.2126,67,564583,8475789800
315116,315116,2.3789,2.3715,70,637066,5967678921
315808,315808,2.0054,2.4239,159,348682,7058877770
317323,317323,2.3738,2.0918,136,674429,6609528716
317710,317710,2.0223,2.4178,64,597667,6914819828
317944,317944,2.4639,2.209,63,34688,6415973399
318796,318796,2.3353,2.3322,128,494961,4980449560
319133,319133,2.1226,2.3738,57,188537,6612358638
319974,319974,2.4342,2.3451,63,516636,4980449560
320201,320201,2.1722,2.0151,65,654909,1877229383
320291,320291,2.1995,2.4821,66,41636,8636259224
320658,320658,2.0313,2.1672,12,118741,5604383136
320691,320691,2.3677,2.2834,147,477963,4144764848
320915,320915,2.3355,2.3541,73,497487,9392262885
321020,321020,2.4788,2.3895,69,488173,5018783413
322049,322049,2.4891,2.1995,58,100031,1113141722
322696,322696,2.2638,2.1659,78,406718,8220532611
323150,323150,2.0813,2.3547,209,771765,9881338739
323280,323280,2.0623,2.3359,3,203768,7332512193
323314,323314,2.2566,2.0153,9,246282,6306538936
323335,323335,2.1818,2.1237,24,115231,7431930642
323556,323556,2.1299,2.1252,111,580829,7871572134
323908,323908,2.4843,2.4545,72,383225,4342357846
324583,324583,2.3557,2.4903,73,137986,7309958589
325220,325220,2.3839,2.2008,351,725698,2636621520
325520,325520,2.1065,2.3994,67,56387,3869813743
325695,325695,2.1712,2.2987,66,473848,5996801204
325934,325934,2.2587,2.1988,79,294750,9786352208
326167,326167,2.2855,2.3415,47,120009,4443776587
326252,326252,2.1831,2.0265,16,520752,1877229383
326512,326512,2.303,2.2482,127,563151,3733805904
327072,327072,2.4558,2.4186,140,476538,1415635170
327577,327577,2.3739,2.2434,411,379580,8329829655
327656,327656,2.3576,2.4708,76,585210,5971252160
327790,327790,2.343,2.3489,47,730650,5967678921
328169,328169,2.4668,2.0669,66,174851,8968965707
328175,328175,2.1155,2.3735,63,320387,8980163153
329000,329000,2.2867,2.1998,69,660102,8169595806
329175,329175,2.0759,2.3743,59,320369,6612358638
329355,329355,2.4805,2.4819,72,128058,2615125270
329369,329369,2.4579,2.15,399,211787,1353609798
330425,330425,2.3264,2.1996,190,331343,9799635093
331353,331353,2.1665,2.3725,50,458851,1308526469
331440,331440,2.1866,2.195,152,215456,4027129926
331578,331578,2.4209,2.1396,155,406499,3958678140
331891,331891,2.47,2.1504,26,56053,1353609798
332281,332281,2.2574,2.3349,61,658199,9775192577
332612,332612,2.4956,2.3008,46,364554,3359704573
332888,332888,2.1969,2.4926,74,157577,8636259224
333039,333039,2.3949,2.444,431,407222,8913970044
333290,333290,2.4223,2.0866,9,215047,8038448886
333323,333323,2.2148,2.1462,40,393643,9411632641
333401,333401,2.0518,2.417,18,61662,6914819828
333477,333477,2.0748,2.2284,2,157243,5952240495
333601,333601,2.4038,2.2755,58,529189,2819110495
333918,333918,2.0134,2.4811,77,227746,9904182060
334061,334061,2.033,2.2728,540,391097,8391844442
334453,334453,2.4801,2.3128,4,719892,9137541955
335689,335689,2.499,2.3018,6,303772,3359704573
336394,336394,2.3147,2.0337,155,463560,9702953972
336686,336686,2.0938,2.411,57,50496,6914819828
337171,337171,2.4886,2.4424,65,242626,4342357846
339067,339067,2.166,2.1439,52,765759,2229240493
339336,339336,2.2204,2.4343,18,337268,5025512246
339648,339648,2.1465,2.2153,48,170844,9021444238
339683,339683,2.3667,2.2239,9,280511,2636621520
340752,340752,2.4319,2.3952,67,633581,3252321210
340757,340757,2.2595,2.3815,71,595839,3610237287
341105,341105,2.2829,2.0784,69,138312,7727090889
341210,341210,2.0199,2.4353,41,760327,5737973743
341699,341699,2.4963,2.4677,57,471493,4342357846
344802,344802,2.494,2.3074,6,394600,3359704573
345048,345048,2.3885,2.2866,21,182770,6201971924
345111,345111,2.2519,2.3646,45,539064,3610237287
345600,345600,2.2979,2.1037,403,738129,3007315883
345671,345671,2.2546,2.2048,13,756853,4778220155
346064,346064,2.4704,2.2669,1,714656,5611157367
346213,346213,2.1514,2.2162,5,333992,9799635093
346216,346216,2.1719,2.3388,74,42485,9674001925
346731,346731,2.1857,2.3746,36,755989,2286217801
348960,348960,2.2658,2.0811,106,676349,5932915072
349491,349491,2.4158,2.0868,159,735865,8744296252
350051,350051,2.3155,2.2643,17,693903,2085958802
350568,350568,2.2259,2.2031,66,621428,8635054095
350877,350877,2.347,2.2629,167,88344,5201352257
351047,351047,2.2645,2.2188,129,599688,9866421927
351141,351141,2.23,2.4113,233,628851,6914819828
352311,352311,2.4059,2.2904,67,471173,4891942888
353485,353485,2.1407,2.0893,45,482237,3455925971
353561,353561,2.475,2.3499,18,530522,9392262885
353844,353844,2.4549,2.2377,65,83291,4372969211
354977,354977,2.4068,2.2808,67,606587,5100539171
356563,356563,2.3679,2.3667,71,649683,5967678921
356831,356831,2.099,2.4716,38,396434,8561077637
357290,357290,2.0848,2.1868,10,505410,2850087121
357363,357363,2.0381,2.2515,152,648885,8910836365
357777,357777,2.2901,2.1696,62,352824,9983648790
358074,358074,2.3288,2.3717,66,523200,5819752598
358193,358193,2.3816,2.0812,8,84019,9427381460
358274,358274,2.3675,2.247,173,525137,6999024158
359314,359314,2.3851,2.0119,165,597885,8660608034
359708,359708,2.4878,2.4821,95,731094,2615125270
360088,360088,2.4176,2.3483,68,496548,4980449560
360253,360253,2.0719,2.2255,54,76220,1882937204
360769,360769,2.0822,2.4128,53,367012,1785058724
361110,361110,2.4851,2.2119,165,710924,6415973399
361117,361117,2.2647,2.497,166,348151,3661555534
363416,363416,2.1846,2.0593,66,548529,9081968124
363431,363431,2.4178,2.1432,61,53744,3958678140
363816,363816,2.3888,2.3789,69,648924,8416001620
364154,364154,2.3353,2.2578,64,396393,5201352257
364324,364324,2.2239,2.2411,6,317297,3600238406
364453,364453,2.0913,2.3693,61,758701,6612358638
365614,365614,2.0845,2.4962,69,638065,3661555534
365637,365637,2.1155,2.1753,63,525880,2850087121
365765,365765,2.1142,2.3883,61,48455,8980163153
365941,365941,2.3692,2.3944,58,774826,7547963563
366652,366652,2.3306,2.1866,170,227094,5487991137
367884,367884,2.4314,2.2158,65,308414,6820079343
368004,368004,2.111,2.3747,76,199521,8980163153
368469,368469,2.1077,2.3542,45,522955,7505473313
368815,368815,2.0536,2.4431,69,330724,6914819828
369287,369287,2.2576,2.1908,139,38286,8635054095
369659,369659,2.4138,2.1436,76,557553,3958678140
370549,370549,2.3661,2.0746,53,200343,7707520131
370975,370975,2.2431,2.0732,80,69345,7727090889
371204,371204,2.4169,2.1296,65,204810,3958678140
371429,371429,2.4299,2.1502,56,642026,5114946464
371964,371964,2.3027,2.1889,74,702461,9983648790
371983,371983,2.3813,2.353,20,643807,4746481953
372669,372669,2.2521,2.4947,67,333664,3661555534
372750,372750,2.4997,2.3583,73,616237,6329243787
373082,373082,2.3874,2.4877,165,488781,7162712286
373867,373867,2.3033,2.1574,191,21644,3879083633
373929,373929,2.1828,2.418,40,700332,5971252160
374045,374045,2.0607,2.3711,11,68825,6612358638
374048,374048,2.1988,2.0753,64,658676,9081968124
374220,374220,2.3176,2.4046,190,495458,7547963563
374790,374790,2.2749,2.0073,416,333694,7628144189
375026,375026,2.4607,2.4957,50,724276,4257279159
375245,375245,2.0979,2.0809,2,335393,5061091813
375359,375359,2.4965,2.3375,66,40053,9416485781
375661,375661,2.4119,2.2038,32,335580,1113141722
375696,375696,2.4645,2.1654,22,386320,8619926191
375728,375728,2.451,2.3352,371,562447,8421868147
375820,375820,2.4189,2.4119,7,566495,1725082831
376134,376134,2.2507,2.0274,3,402313,5213347351
376182,376182,2.4249,2.0933,29,563799,7511942547
376402,376402,2.2937,2.1132,12,398417,8283681418
377178,377178,2.0671,2.4429,55,132060,6914819828
377313,377313,2.4748,2.2924,26,104948,9137541955
377747,377747,2.3737,2.4848,648,771089,7162712286
377875,377875,2.073,2.0615,46,738793,1247398579
378515,378515,2.0903,2.3574,62,401045,8980163153
379079,379079,2.3766,2.412,68,613424,9854557730
379219,379219,2.3525,2.0422,56,759363,7126054966
379444,379444,2.0652,2.2276,7,75263,1882937204
379470,379470,2.4168,2.139,69,427868,3958678140
379502,379502,2.4683,2.473,16,320612,2615125270
380521,380521,2.265,2.2778,162,644084,1943232802
381770,381770,2.2536,2.3167,75,466567,9775192577
384240,384240,2.4866,2.2577,163,449574,2182603983
384914,384914,2.3947,2.0079,65,141800,7702049746
384979,384979,2.1937,2.3474,8,150049,4521083860
386635,386635,2.118,2.3775,62,2753,6612358638
386651,386651,2.3911,2.2022,58,271096,2636621520
386915,386915,2.4383,2.343,61,460377,4980449560
387230,387230,2.1813,2.4106,59,763559,7882186616
387237,387237,2.0635,2.4253,56,548760,6914819828
387328,387328,2.3386,2.0295,24,441012,5434425937
387564,387564,2.3191,2.1217,143,683359,8283681418
387581,387581,2.0469,2.4149,56,476214,6914819828
387934,387934,2.2297,2.1872,10,155910,9786352208
388853,388853,2.4967,2.3385,67,41136,2089023022
389996,389996,2.454,2.1473,57,221689,1353609798
390282,390282,2.078,2.442,69,718663,6914819828
390673,390673,2.3389,2.4119,65,490173,2579541805
390872,390872,2.3899,2.1048,61,159619,6551263469
392756,392756,2.2825,2.3475,30,616200,1590988153
392971,392971,2.3991,2.1528,203,236285,3958678140
393674,393674,2.4549,2.2328,96,161630,4372969211
393732,393732,2.0984,2.3837,62,582579,6612358638
394559,394559,2.4949,2.336,49,398810,9416485781
394962,394962,2.191,2.1929,72,104208,4027129926
395741,395741,2.2474,2.0659,12,166542,7707520131
395961,395961,2.3516,2.2689,157,138695,5201352257
